,ccodealp,ccodecow,bti_version,country,year,bti_region,raw_origin,raw_veto,raw_leader,raw_mod,raw_impun,raw_repress
85,BIH,346,2014,Bosnia and Herzegovina,2012,East-Central and Southeast Europe,0,0,0.0,0,0,0
86,BIH,346,2014,Bosnia and Herzegovina,2013,East-Central and Southeast Europe,0,0,0.0,0,0,0
87,BIH,346,2016,Bosnia and Herzegovina,2014,East-Central and Southeast Europe,0,0,0.0,0,0,0
88,BIH,346,2016,Bosnia and Herzegovina,2015,East-Central and Southeast Europe,0,0,0.0,0,0,0
89,BIH,346,2018,Bosnia and Herzegovina,2016,East-Central and Southeast Europe,0,0,0.0,0,0,0
90,BGR,355,2003,Bulgaria,1999,East-Central and Southeast Europe,0,0,0.0,0,0,0
91,BGR,355,2003,Bulgaria,2000,East-Central and Southeast Europe,0,0,0.0,0,0,0
92,BGR,355,2003,Bulgaria,2001,East-Central and Southeast Europe,0,0,0.0,0,0,0
93,BGR,355,2003,Bulgaria,2002,East-Central and Southeast Europe,0,0,0.0,0,0,0
94,BGR,355,2003,Bulgaria,2003,East-Central and Southeast Europe,0,0,0.0,0,0,0
95,BGR,355,2006,Bulgaria,2004,East-Central and Southeast Europe,0,0,0.0,0,0,0
96,BGR,355,2006,Bulgaria,2005,East-Central and Southeast Europe,0,0,0.0,0,0,0
97,BGR,355,2008,Bulgaria,2006,East-Central and Southeast Europe,0,0,0.0,0,0,0
98,BGR,355,2008,Bulgaria,2007,East-Central and Southeast Europe,0,0,0.0,0,0,0
99,BGR,355,2010,Bulgaria,2008,East-Central and Southeast Europe,0,0,0.0,0,0,0
100,BGR,355,2010,Bulgaria,2009,East-Central and Southeast Europe,0,0,0.0,0,0,0
101,BGR,355,2012,Bulgaria,2010,East-Central and Southeast Europe,0,0,0.0,0,0,0
102,BGR,355,2012,Bulgaria,2011,East-Central and Southeast Europe,0,0,0.0,0,0,0
103,BGR,355,2014,Bulgaria,2012,East-Central and Southeast Europe,0,0,0.0,0,0,0
104,BGR,355,2014,Bulgaria,2013,East-Central and Southeast Europe,0,0,0.0,0,0,0
105,BGR,355,2016,Bulgaria,2014,East-Central and Southeast Europe,0,0,0.0,0,0,0
106,BGR,355,2016,Bulgaria,2015,East-Central and Southeast Europe,0,0,0.0,0,0,0
107,BGR,355,2018,Bulgaria,2016,East-Central and Southeast Europe,0,0,0.0,0,0,0
108,KHM,811,2003,Cambodia,1999,Asia and Oceania,0,0,0.0,0,1,0
109,KHM,811,2003,Cambodia,2000,Asia and Oceania,0,0,0.0,0,1,0
110,KHM,811,2003,Cambodia,2001,Asia and Oceania,0,0,0.0,0,1,0
111,KHM,811,2003,Cambodia,2002,Asia and Oceania,0,0,0.0,0,1,0
112,KHM,811,2003,Cambodia,2003,Asia and Oceania,0,0,0.0,0,1,0
113,KHM,811,2006,Cambodia,2004,Asia and Oceania,0,0,0.0,0,1,0
114,KHM,811,2006,Cambodia,2005,Asia and Oceania,0,0,0.0,0,1,0
115,KHM,811,2008,Cambodia,2006,Asia and Oceania,0,0,0.0,0,1,0
116,KHM,811,2008,Cambodia,2007,Asia and Oceania,0,0,0.0,0,1,0
117,KHM,811,2010,Cambodia,2008,Asia and Oceania,0,0,0.0,0,1,0
118,KHM,811,2010,Cambodia,2009,Asia and Oceania,0,0,0.0,0,1,0
119,KHM,811,2012,Cambodia,2010,Asia and Oceania,0,0,0.0,0,1,0
120,KHM,811,2012,Cambodia,2011,Asia and Oceania,0,0,0.0,0,1,0
121,KHM,811,2014,Cambodia,2012,Asia and Oceania,0,0,0.0,0,1,1
122,KHM,811,2014,Cambodia,2013,Asia and Oceania,0,0,0.0,0,1,1
123,KHM,811,2016,Cambodia,2014,Asia and Oceania,0,0,0.0,0,1,1
124,KHM,811,2016,Cambodia,2015,Asia and Oceania,0,0,0.0,0,1,1
125,KHM,811,2018,Cambodia,2016,Asia and Oceania,0,0,0.0,0,1,1
126,COL,100,2003,Colombia,1999,Latin America and the Caribbean,0,0,0.0,0,0,0
127,COL,100,2003,Colombia,2000,Latin America and the Caribbean,0,0,0.0,0,1,1
128,COL,100,2003,Colombia,2001,Latin America and the Caribbean,0,0,0.0,0,1,1
129,COL,100,2003,Colombia,2002,Latin America and the Caribbean,0,0,0.0,0,1,1
130,COL,100,2003,Colombia,2003,Latin America and the Caribbean,0,0,0.0,0,1,1
131,COL,100,2006,Colombia,2004,Latin America and the Caribbean,0,0,0.0,0,1,1
132,COL,100,2006,Colombia,2005,Latin America and the Caribbean,0,0,0.0,0,1,1
133,COL,100,2008,Colombia,2006,Latin America and the Caribbean,0,0,0.0,0,1,1
134,COL,100,2008,Colombia,2007,Latin America and the Caribbean,0,0,0.0,0,1,1
135,COL,100,2010,Colombia,2008,Latin America and the Caribbean,0,0,0.0,0,1,1
136,COL,100,2010,Colombia,2009,Latin America and the Caribbean,0,0,0.0,0,1,1
137,COL,100,2012,Colombia,2010,Latin America and the Caribbean,0,0,0.0,0,1,1
138,COL,100,2012,Colombia,2011,Latin America and the Caribbean,0,1,0.0,0,1,1
139,COL,100,2014,Colombia,2012,Latin America and the Caribbean,0,1,0.0,0,1,1
140,COL,100,2014,Colombia,2013,Latin America and the Caribbean,0,0,0.0,0,0,1
141,COL,100,2016,Colombia,2014,Latin America and the Caribbean,0,0,0.0,0,0,1
142,COL,100,2016,Colombia,2015,Latin America and the Caribbean,0,0,0.0,0,0,1
143,COL,100,2018,Colombia,2016,Latin America and the Caribbean,0,0,0.0,0,0,1
144,HRV,344,2003,Croatia,1999,East-Central and Southeast Europe,0,0,0.0,1,0,0
145,HRV,344,2003,Croatia,2000,East-Central and Southeast Europe,0,0,0.0,1,0,0
146,HRV,344,2003,Croatia,2001,East-Central and Southeast Europe,0,0,0.0,0,0,0
147,HRV,344,2003,Croatia,2002,East-Central and Southeast Europe,0,0,0.0,0,0,0
148,HRV,344,2003,Croatia,2003,East-Central and Southeast Europe,0,0,0.0,0,0,0
149,HRV,344,2006,Croatia,2004,East-Central and Southeast Europe,0,0,0.0,0,0,0
150,HRV,344,2006,Croatia,2005,East-Central and Southeast Europe,0,0,0.0,0,0,0
151,HRV,344,2008,Croatia,2006,East-Central and Southeast Europe,0,0,0.0,0,0,0
152,HRV,344,2008,Croatia,2007,East-Central and Southeast Europe,0,0,0.0,0,0,0
153,HRV,344,2010,Croatia,2008,East-Central and Southeast Europe,0,0,0.0,0,0,0
154,HRV,344,2010,Croatia,2009,East-Central and Southeast Europe,0,0,0.0,0,0,0
155,HRV,344,2012,Croatia,2010,East-Central and Southeast Europe,0,0,0.0,0,0,0
156,HRV,344,2012,Croatia,2011,East-Central and Southeast Europe,0,0,0.0,0,0,0
157,HRV,344,2014,Croatia,2012,East-Central and Southeast Europe,0,0,0.0,0,0,0
158,HRV,344,2014,Croatia,2013,East-Central and Southeast Europe,0,0,0.0,0,0,0
159,HRV,344,2016,Croatia,2014,East-Central and Southeast Europe,0,0,0.0,0,0,0
160,HRV,344,2016,Croatia,2015,East-Central and Southeast Europe,0,0,0.0,0,0,0
161,HRV,344,2018,Croatia,2016,East-Central and Southeast Europe,0,0,0.0,0,0,0
162,EST,366,2003,Estonia,1999,East-Central and Southeast Europe,0,0,0.0,0,0,0
163,EST,366,2003,Estonia,2000,East-Central and Southeast Europe,0,0,0.0,0,0,0
164,EST,366,2003,Estonia,2001,East-Central and Southeast Europe,0,0,0.0,0,0,0
165,EST,366,2003,Estonia,2002,East-Central and Southeast Europe,0,0,0.0,0,0,0
166,EST,366,2003,Estonia,2003,East-Central and Southeast Europe,0,0,0.0,0,0,0
167,EST,366,2006,Estonia,2004,East-Central and Southeast Europe,0,0,0.0,0,0,0
168,EST,366,2006,Estonia,2005,East-Central and Southeast Europe,0,0,0.0,0,0,0
169,EST,366,2008,Estonia,2006,East-Central and Southeast Europe,0,0,0.0,0,0,0
170,EST,366,2008,Estonia,2007,East-Central and Southeast Europe,0,0,0.0,0,0,0
171,EST,366,2010,Estonia,2008,East-Central and Southeast Europe,0,0,0.0,0,0,0
172,EST,366,2010,Estonia,2009,East-Central and Southeast Europe,0,0,0.0,0,0,0
173,EST,366,2012,Estonia,2010,East-Central and Southeast Europe,0,0,0.0,0,0,0
174,EST,366,2012,Estonia,2011,East-Central and Southeast Europe,0,0,0.0,0,0,0
175,EST,366,2014,Estonia,2012,East-Central and Southeast Europe,0,0,0.0,0,0,0
176,EST,366,2014,Estonia,2013,East-Central and Southeast Europe,0,0,0.0,0,0,0
177,EST,366,2016,Estonia,2014,East-Central and Southeast Europe,0,0,0.0,0,0,0
178,EST,366,2016,Estonia,2015,East-Central and Southeast Europe,0,0,0.0,0,0,0
179,EST,366,2018,Estonia,2016,East-Central and Southeast Europe,0,0,0.0,0,0,0
180,ETH,530,2003,Ethiopia,1999,South and East Africa,0,1,1.0,0,0,1
181,ETH,530,2003,Ethiopia,2000,South and East Africa,0,1,1.0,0,0,1
182,ETH,530,2003,Ethiopia,2001,South and East Africa,0,1,1.0,0,0,1
183,ETH,530,2003,Ethiopia,2002,South and East Africa,0,1,1.0,0,0,1
184,ETH,530,2003,Ethiopia,2003,South and East Africa,0,0,1.0,0,0,1
185,ETH,530,2006,Ethiopia,2004,South and East Africa,0,0,1.0,0,0,1
186,ETH,530,2006,Ethiopia,2005,South and East Africa,0,0,1.0,0,0,1
187,ETH,530,2008,Ethiopia,2006,South and East Africa,0,1,1.0,0,0,1
188,ETH,530,2008,Ethiopia,2007,South and East Africa,0,1,1.0,0,0,1
189,ETH,530,2010,Ethiopia,2008,South and East Africa,0,0,1.0,0,0,1
190,ETH,530,2010,Ethiopia,2009,South and East Africa,0,0,1.0,0,0,1
191,ETH,530,2012,Ethiopia,2010,South and East Africa,0,0,1.0,0,0,1
192,ETH,530,2012,Ethiopia,2011,South and East Africa,0,0,1.0,0,0,1
193,ETH,530,2014,Ethiopia,2012,South and East Africa,0,0,1.0,0,0,1
194,ETH,530,2014,Ethiopia,2013,South and East Africa,0,1,0.0,0,0,1
195,ETH,530,2016,Ethiopia,2014,South and East Africa,0,1,0.0,0,0,1
196,ETH,530,2016,Ethiopia,2015,South and East Africa,0,0,0.0,0,0,1
197,ETH,530,2018,Ethiopia,2016,South and East Africa,0,0,0.0,0,0,1
198,GEO,372,2003,Georgia,1999,Post-Soviet Eurasia,0,0,0.0,1,0,0
199,GEO,372,2003,Georgia,2000,Post-Soviet Eurasia,0,0,0.0,1,0,0
200,GEO,372,2003,Georgia,2001,Post-Soviet Eurasia,0,0,0.0,1,0,0
201,GEO,372,2003,Georgia,2002,Post-Soviet Eurasia,0,0,0.0,1,0,0
202,GEO,372,2003,Georgia,2003,Post-Soviet Eurasia,0,0,0.0,1,0,0
203,GEO,372,2006,Georgia,2004,Post-Soviet Eurasia,0,0,0.0,1,0,0
204,GEO,372,2006,Georgia,2005,Post-Soviet Eurasia,0,0,0.0,0,0,0
205,GEO,372,2008,Georgia,2006,Post-Soviet Eurasia,0,0,0.0,0,0,0
206,GEO,372,2008,Georgia,2007,Post-Soviet Eurasia,0,0,0.0,0,0,0
207,GEO,372,2010,Georgia,2008,Post-Soviet Eurasia,0,0,0.0,0,0,0
208,GEO,372,2010,Georgia,2009,Post-Soviet Eurasia,0,0,0.0,0,0,0
209,GEO,372,2012,Georgia,2010,Post-Soviet Eurasia,0,0,0.0,0,0,0
210,GEO,372,2012,Georgia,2011,Post-Soviet Eurasia,0,0,0.0,0,0,0
211,GEO,372,2014,Georgia,2012,Post-Soviet Eurasia,0,0,0.0,0,0,0
212,GEO,372,2014,Georgia,2013,Post-Soviet Eurasia,0,0,0.0,0,0,0
213,GEO,372,2016,Georgia,2014,Post-Soviet Eurasia,0,0,0.0,0,0,0
214,GEO,372,2016,Georgia,2015,Post-Soviet Eurasia,0,0,0.0,0,0,0
215,GEO,372,2018,Georgia,2016,Post-Soviet Eurasia,0,0,0.0,0,0,0
216,IND,750,2003,India,1999,Asia and Oceania,0,0,0.0,0,0,1
217,IND,750,2003,India,2000,Asia and Oceania,0,0,0.0,0,0,1
218,IND,750,2003,India,2001,Asia and Oceania,0,0,0.0,0,0,1
219,IND,750,2003,India,2002,Asia and Oceania,0,0,0.0,0,0,1
220,IND,750,2003,India,2003,Asia and Oceania,0,0,0.0,0,0,1
221,IND,750,2006,India,2004,Asia and Oceania,0,0,0.0,0,0,1
222,IND,750,2006,India,2005,Asia and Oceania,0,0,0.0,0,0,1
223,IND,750,2008,India,2006,Asia and Oceania,0,0,0.0,0,0,1
224,IND,750,2008,India,2007,Asia and Oceania,0,0,0.0,0,0,1
225,IND,750,2010,India,2008,Asia and Oceania,0,0,0.0,0,0,1
226,IND,750,2010,India,2009,Asia and Oceania,0,0,0.0,0,0,1
227,IND,750,2012,India,2010,Asia and Oceania,0,0,0.0,0,0,1
228,IND,750,2012,India,2011,Asia and Oceania,0,0,0.0,0,0,1
229,IND,750,2014,India,2012,Asia and Oceania,0,0,0.0,0,0,1
230,IND,750,2014,India,2013,Asia and Oceania,0,0,0.0,0,1,1
231,IND,750,2016,India,2014,Asia and Oceania,0,0,0.0,0,0,1
232,IND,750,2016,India,2015,Asia and Oceania,0,0,0.0,0,1,1
233,IND,750,2018,India,2016,Asia and Oceania,0,0,0.0,0,0,1
234,IDN,850,2003,Indonesia,1999,Asia and Oceania,0,1,0.0,1,1,1
235,IDN,850,2003,Indonesia,2000,Asia and Oceania,0,1,0.0,0,1,1
236,IDN,850,2003,Indonesia,2001,Asia and Oceania,0,1,0.0,0,1,1
237,IDN,850,2003,Indonesia,2002,Asia and Oceania,0,1,0.0,0,1,1
238,IDN,850,2003,Indonesia,2003,Asia and Oceania,0,1,0.0,0,1,1
239,IDN,850,2006,Indonesia,2004,Asia and Oceania,0,1,0.0,0,1,1
240,IDN,850,2006,Indonesia,2005,Asia and Oceania,0,1,0.80000001,0,1,1
241,IDN,850,2008,Indonesia,2006,Asia and Oceania,0,1,0.80000001,0,1,1
242,IDN,850,2008,Indonesia,2007,Asia and Oceania,0,1,0.80000001,0,1,1
243,IDN,850,2010,Indonesia,2008,Asia and Oceania,0,1,0.80000001,0,1,1
244,IDN,850,2010,Indonesia,2009,Asia and Oceania,0,1,0.80000001,0,1,1
245,IDN,850,2012,Indonesia,2010,Asia and Oceania,0,1,0.80000001,0,1,1
246,IDN,850,2012,Indonesia,2011,Asia and Oceania,0,0,0.80000001,0,1,1
247,IDN,850,2014,Indonesia,2012,Asia and Oceania,0,0,0.80000001,0,1,1
248,IDN,850,2014,Indonesia,2013,Asia and Oceania,0,0,0.80000001,0,1,1
249,IDN,850,2016,Indonesia,2014,Asia and Oceania,0,0,0.80000001,0,1,1
250,IDN,850,2016,Indonesia,2015,Asia and Oceania,0,0,0.0,1,1,1
251,IDN,850,2018,Indonesia,2016,Asia and Oceania,0,0,0.0,1,1,1
252,LVA,367,2003,Latvia,1999,East-Central and Southeast Europe,0,0,0.0,0,0,0
253,LVA,367,2003,Latvia,2000,East-Central and Southeast Europe,0,0,0.0,0,0,0
254,LVA,367,2003,Latvia,2001,East-Central and Southeast Europe,0,0,0.0,0,0,0
255,LVA,367,2003,Latvia,2002,East-Central and Southeast Europe,0,0,0.0,0,0,0
256,LVA,367,2003,Latvia,2003,East-Central and Southeast Europe,0,0,0.0,0,0,0
257,LVA,367,2006,Latvia,2004,East-Central and Southeast Europe,0,0,0.0,0,0,0
258,LVA,367,2006,Latvia,2005,East-Central and Southeast Europe,0,0,0.0,0,0,0
259,LVA,367,2008,Latvia,2006,East-Central and Southeast Europe,0,0,0.0,0,0,0
260,LVA,367,2008,Latvia,2007,East-Central and Southeast Europe,0,0,0.0,0,0,0
261,LVA,367,2010,Latvia,2008,East-Central and Southeast Europe,0,0,0.0,0,0,0
262,LVA,367,2010,Latvia,2009,East-Central and Southeast Europe,0,0,0.0,0,0,0
263,LVA,367,2012,Latvia,2010,East-Central and Southeast Europe,0,0,0.0,0,0,0
264,LVA,367,2012,Latvia,2011,East-Central and Southeast Europe,0,0,0.0,0,0,0
265,LVA,367,2014,Latvia,2012,East-Central and Southeast Europe,0,0,0.0,0,0,0
266,LVA,367,2014,Latvia,2013,East-Central and Southeast Europe,0,0,0.0,0,0,0
267,LVA,367,2016,Latvia,2014,East-Central and Southeast Europe,0,0,0.0,0,0,0
268,LVA,367,2016,Latvia,2015,East-Central and Southeast Europe,0,0,0.0,0,0,0
269,LVA,367,2018,Latvia,2016,East-Central and Southeast Europe,0,0,0.0,0,0,0
270,LBR,450,2003,Liberia,1999,West and Central Africa,1,0,1.0,0,1,1
271,LBR,450,2003,Liberia,2000,West and Central Africa,1,0,1.0,0,1,1
272,LBR,450,2003,Liberia,2001,West and Central Africa,1,0,1.0,0,0,1
273,LBR,450,2003,Liberia,2002,West and Central Africa,1,0,1.0,0,1,0
274,LBR,450,2003,Liberia,2003,West and Central Africa,1,0,1.0,0,1,0
275,LBR,450,2006,Liberia,2004,West and Central Africa,999,999,999.0,999,999,999
276,LBR,450,2006,Liberia,2005,West and Central Africa,999,999,999.0,999,999,999
277,LBR,450,2008,Liberia,2006,West and Central Africa,0,0,0.0,0,0,0
278,LBR,450,2008,Liberia,2007,West and Central Africa,0,0,0.0,0,0,0
279,LBR,450,2010,Liberia,2008,West and Central Africa,0,0,0.0,0,0,0
280,LBR,450,2010,Liberia,2009,West and Central Africa,0,0,0.0,0,0,0
281,LBR,450,2012,Liberia,2010,West and Central Africa,0,0,0.0,0,0,0
282,LBR,450,2012,Liberia,2011,West and Central Africa,0,0,0.0,0,0,0
283,LBR,450,2014,Liberia,2012,West and Central Africa,0,0,0.0,0,0,0
284,LBR,450,2014,Liberia,2013,West and Central Africa,0,0,0.0,0,0,0
285,LBR,450,2016,Liberia,2014,West and Central Africa,0,0,0.0,0,0,0
286,LBR,450,2016,Liberia,2015,West and Central Africa,0,0,0.0,0,0,0
287,LBR,450,2018,Liberia,2016,West and Central Africa,0,0,0.0,0,0,0
288,LTU,368,2003,Lithuania,1999,East-Central and Southeast Europe,0,0,0.0,0,0,0
289,LTU,368,2003,Lithuania,2000,East-Central and Southeast Europe,0,0,0.0,0,0,0
290,LTU,368,2003,Lithuania,2001,East-Central and Southeast Europe,0,0,0.0,0,0,0
291,LTU,368,2003,Lithuania,2002,East-Central and Southeast Europe,0,0,0.0,0,0,0
292,LTU,368,2003,Lithuania,2003,East-Central and Southeast Europe,0,0,0.0,0,0,0
293,LTU,368,2006,Lithuania,2004,East-Central and Southeast Europe,0,0,0.0,0,0,0
294,LTU,368,2006,Lithuania,2005,East-Central and Southeast Europe,0,0,0.0,0,0,0
295,LTU,368,2008,Lithuania,2006,East-Central and Southeast Europe,0,0,0.0,0,0,0
296,LTU,368,2008,Lithuania,2007,East-Central and Southeast Europe,0,0,0.0,0,0,0
297,LTU,368,2010,Lithuania,2008,East-Central and Southeast Europe,0,0,0.0,0,0,0
298,LTU,368,2010,Lithuania,2009,East-Central and Southeast Europe,0,0,0.0,0,0,0
299,LTU,368,2012,Lithuania,2010,East-Central and Southeast Europe,0,0,0.0,0,0,0
300,LTU,368,2012,Lithuania,2011,East-Central and Southeast Europe,0,0,0.0,0,0,0
301,LTU,368,2014,Lithuania,2012,East-Central and Southeast Europe,0,0,0.0,0,0,0
302,LTU,368,2014,Lithuania,2013,East-Central and Southeast Europe,0,0,0.0,0,0,0
303,LTU,368,2016,Lithuania,2014,East-Central and Southeast Europe,0,0,0.0,0,0,0
304,LTU,368,2016,Lithuania,2015,East-Central and Southeast Europe,0,0,0.0,0,0,0
305,LTU,368,2018,Lithuania,2016,East-Central and Southeast Europe,0,0,0.0,0,0,0
306,MKD,343,2003,Macedonia,1999,East-Central and Southeast Europe,0,0,0.0,0,0,0
